"Papaleguas G8";"Convencional";"GOODYEAR";"9.00-20";"(7.00)";"2575";"2300";"141/137";"J 100";"297";"1023"
"Papaleguas G8";"Convencional";"GOODYEAR";"10.00-20";"(7.50)";"3000";"2725";"146/143";"J 100";"316";"1059"
"Papaleguas G8";"Convencional";"GOODYEAR";"11.00-20";"(8.00)";"3250";"2900";"149/145";"J 100";"335";"1087"
"Papaleguas G8";"Convencional";"GOODYEAR";"11.00-22";"(8.00)";"3350";"3000";"150/146";"J 100";"335";"1135"
"G100 S&G";"Convencional";"GOODYEAR";"9.00-20";"(7.00)";"2500";"2300";"140/137";"J 100";"297";"1012"
"G100 S&G";"Convencional";"GOODYEAR";"10.00-20";"(7.50)";"3000";"2725";"146/143";"J 100";"316";"1050"
"G100 S&G";"Convencional";"GOODYEAR";"11.00-20";"(8.00)";"3250";"2900";"149/145";"J 100";"335";"1080"
"G100 S&G";"Convencional";"GOODYEAR";"12.00-20";"(8.50)";"3350";"3000";"149/146";"J 100";"360";"1120"
"CT150";"Convencional";"GOODYEAR";"9.00-20";"(7.00)";"2500";"2300";"140/137";"J 100";"297";"1012"
"CT150";"Convencional";"GOODYEAR";"10.00-20";"(7.50)";"3000";"2725";"146/143";"J 100";"316";"1050"
"CT150";"Convencional";"GOODYEAR";"11.00-20";"(8.00)";"3250";"2900";"149/145";"J 100";"335";"1080"
"CT150";"Convencional";"GOODYEAR";"12.00-20";"(8.50)";"3750";"3250";"154/149";"J 100";"360";"1120"
"G667";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3000";"2725";"146/143";"K 110";"316";"1052"
"G667";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"3550";"3250";"152/149";"K 110";"329";"1132"
"G667";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"G667";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"G667";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"G665";"Radial";"GOODYEAR";"215/75R17.5";"(6.00)";"1700";"1600";"126/124";"J 100";"237";"775,5"
"G665";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3075";"2725";"147/143";"J 100";"316";"1052"
"G665";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"3550";"3250";"152/149";"J 100";"329";"1132"
"G665";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3150";"2900";"148/145";"J 100";"314";"1050"
"G665";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3550";"3150";"152/148";"J 100";"343";"1084"
"G665";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"J 100";"311";"1012"
"G665";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"K 110";"335";"1044"
"G658";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3000";"2725";"146/143";"K 110";"316";"1052"
"G658";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"2650";"3250";"142/149";"K 110";"329";"1132"
"G658";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"G658";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"G658";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"G658";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
"G657 LHS";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"M 130";"335";"1044"
"G167";"Radial";"GOODYEAR";"9.00R20";"(7.00)";"2575";"2300";"141/137";"K 110";"297";"1018"
"G169 RSA";"Radial";"GOODYEAR";"255/70R22.5";"(7.5)";"2500";"2300";"140/137";"M 130";"287";"930"
"G169 RSA";"Radial";"GOODYEAR";"275/70R22.5";"(8.25)";"3150";"2900";"148/145";"L 120";"311";"958"
"G177 MSD";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3250";"2800";"149/144";"J 100";"358";"1125"
"G291";"Radial";"GOODYEAR";"9.00R20";"(7.0)";"2500";"2300";"140/137";"K 110";"297";"1018"
"G32";"Radial";"GOODYEAR";"LT7.50R16 C12";"(6.0)";"1500";"1400";"122/120";"L 120";"242";"802"
"G324 SHD";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3000";"2725";"146/143";"K 110";"318";"1054"
"G324 SHD";"Radial";"GOODYEAR";"11.00R20";"(8.00)";"3350";"3000";"150/146";"K 110";"335";"1094"
"G324 SHD";"Radial";"GOODYEAR";"12.00R20";"(8.50)";"3750";"3250";"154/149";"K 110";"340";"1130"
"G324 SHD";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"3450";"3075";"151/147";"K 110";"335";"1146"
"G324 SHD";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"318";"1054"
"G324 SHD";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3350";"3000";"150/146";"L 120";"292";"1095"
"G324 SHD";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3150";"2900";"148/145";"K 110";"325";"1031"
"G324 SHD";"Radial";"GOODYEAR";"295/80R22.5";"(9.00)";"3550";"3150";"152/148";"M 130";"348";"1062"
"G324 SHD";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
"G357 LHS";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"G357 LHS";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"318";"1116"
"G358";"Radial";"GOODYEAR";"11.00R20";"(8.00)";"3350";"3000";"150/146";"K 110";"335";"1090"
"G358";"Radial";"GOODYEAR";"12.00R20";"(8.50)";"3750";"3250";"154/149";"K 110";"358";"1125"
"G358";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3350";"3000";"150/146";"L 120";"343";"1090"
"G358";"Radial";"GOODYEAR";"305/75R24.5";"(9.00)";"3750";"3350";"154/150";"L 120";"343";"1080"
"G367";"Radial";"GOODYEAR";"11.00R20";"(8.00)";"3350";"3075";"150/147";"K 110";"329";"1082"
"G367";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3250";"3075";"149/147";"L 120";"343";"1097"
"G377 MSD";"Radial";"GOODYEAR";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"316";"1052"
"G377 MSD";"Radial";"GOODYEAR";"11.00R20";"(8.0)";"3350";"3000";"150/146";"K 110";"329";"1082"
"G377 MSD";"Radial";"GOODYEAR";"12.00R20";"(8.5)";"3750";"3250";"154/149";"K 110";"360";"1122"
"G377 MSD";"Radial";"GOODYEAR";"11.00R22";"(8.0)";"3450";"3075";"151/147";"K 110";"329";"1132"
"G377 MSD";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"K 110";"314";"1050"
"G377 MSD";"Radial";"GOODYEAR";"12R22.5";"(9.0)";"3350";"3000";"150/146";"K 110";"338";"1084"
"G377 MSD";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"K 110";"311";"1012"
"G377 MSD";"Radial";"GOODYEAR";"295/80R22.5";"(9.0)";"3550";"3150";"152/148";"K 110";"335";"1044"
"G377 OTR";"Radial";"GOODYEAR";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"318";"1077"
"G377 OTR";"Radial";"GOODYEAR";"11.00R20";"(8.0)";"3350";"3000";"150/146";"K 110";"335";"1107"
"G377 OTR";"Radial";"GOODYEAR";"12.00R20";"(8.5)";"3750";"3250";"154/149";"K 110";"348";"1146"
"G377 OTR";"Radial";"GOODYEAR";"12R22.5";"(9.0)";"3350";"3000";"150/146";"L 120";"343";"1107"
"G386";"Radial";"GOODYEAR";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"318";"1052"
"G386";"Radial";"GOODYEAR";"11.00R20";"(8.0)";"3350";"3000";"150/146";"K 110";"335";"1092"
"G386";"Radial";"GOODYEAR";"12.00R20";"(8.5)";"3750";"3250";"154/149";"K 110";"358";"1125"
"G386";"Radial";"GOODYEAR";"11.00R22";"(8.0)";"3450";"3075";"151/147";"K 110";"335";"1143"
"G386";"Radial";"GOODYEAR";"11R22.5";"(7.5)";"3000";"2725";"146/143";"L 120";"318";"1052"
"G386";"Radial";"GOODYEAR";"12R22.5";"(8.25)";"3350";"3000";"150/146";"L 120";"343";"1092"
"G386";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"K 110";"311";"1012"
"G386";"Radial";"GOODYEAR";"295/80R22.5";"(9.0)";"3550";"3150";"152/148";"K 110";"335";"1044"
"G386";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"K 110";"318";"1110"
"G49";"Radial";"GOODYEAR";"LT7.50R16 C12";"(6.0)";"1500";"1400";"122/120";"L 120";"242";"802"
"RHT";"Radial";"GOODYEAR";"8.25R15";"(6.50)";"2725";"2575";"143/141";"J 100";"265";"836"
"RHT";"Radial";"GOODYEAR";"385/65R22.5";"(11.75)";"4250";"-";"158";"L 120";"-";"1072"
"RHS City";"Radial";"GOODYEAR";"275/70R22.5";"(8.25)";"3150";"2900";"148/145";"J 100";"311";"958"
"RHS Camión Liviano";"Radial";"GOODYEAR";"215/75R17.5";"(6.00)";"1700";"1600";"126/124";"L 120";"237";"767"
"RHS Camión Liviano";"Radial";"GOODYEAR";"235/75R17.5";"(6.25)";"2000";"1900";"132/130";"L 120";"262";"797"
"RHS Camión Liviano";"Radial";"GOODYEAR";"245/70R17.5";"(7.50)";"2240";"2120";"136/134";"M 130";"279";"789"
"RHS";"Radial";"GOODYEAR";"315/80R22.5";"(9.00)";"3750";"3350";"154/150";"L 120";"351";"1076"
"RHS";"Radial";"GOODYEAR";"13R22.5";"(9.75)";"4000";"3350";"156/150";"L 120";"360";"1124"
"RHD Camión Liviano";"Radial";"GOODYEAR";"215/75R17.5";"(6.00)";"1700";"1600";"126/124";"L 120";"237";"767"
"RHD";"Radial";"GOODYEAR";"315/80R22.5";"(9.00)";"4000";"3350";"156/150";"L 120";"351";"1076"
"Omnitrac MST";"Radial";"GOODYEAR";"445/65R22.5";"(14.0)";"5800";"-";"169";"K 110";"-";"1150"
"Off Road";"Radial";"GOODYEAR";"13R22.5";"(9.75)";"4000";"3350";"156/150";"G 90";"360";"1124"
"Off Road";"Radial";"GOODYEAR";"12.00R24";"(8.50)";"4500";"4000";"160/156";"G 90";"360";"1226"
"Marathon LHS II";"Radial";"GOODYEAR";"315/80R22.5";"(9.0)";"4000";"3350";"156/150";"L 120";"351";"1078"
"KS481";"Radial";"KELLY";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"316";"1052"
"KS481";"Radial";"KELLY";"11.00R20";"(8.0)";"3350";"3075";"150/147";"K 110";"329";"1082"
"KS481";"Radial";"KELLY";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"KS481";"Radial";"KELLY";"12R22.5";"9.0 (8.25)";"3350";"3075";"150/147";"L 120";"338";"1084"
"KS481";"Radial";"KELLY";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"KS481";"Radial";"KELLY";"295/80R22.5";"(8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"KS481";"Radial";"KELLY";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
"KS461";"Radial";"KELLY";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"316";"1052"
"KS461";"Radial";"KELLY";"11.00R20";"(8.0)";"3350";"3075";"150/147";"K 110";"329";"1082"
"KS461";"Radial";"KELLY";"11.00R22";"(8.0)";"3550";"3250";"152/149";"K 110";"329";"1132"
"KS461";"Radial";"KELLY";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"KS461";"Radial";"KELLY";"12R22.5";"9.0 (8.25)";"3350";"3075";"150/147";"L 120";"338";"1084"
"KS461";"Radial";"KELLY";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"KS461";"Radial";"KELLY";"295/80R22.5";"(8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"KS461";"Radial";"KELLY";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"